recipe_id,ingredients,cooking_instructions,recipe_name,net_price,image_path
179,"lamb, yogurt, ginger-garlic paste, garam masala, turmeric powder, chili powder, cumin powder, coriander powder, salt, vegetable oil, onion, tomatoes, fresh cilantro leaves","Ingredients:
Lamb: 500g, bone-in or boneless, cut into pieces
Yogurt: 1/2 cup
Ginger-garlic paste: 2 tbsp
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Cumin powder: 1 tsp
Coriander powder: 1 tsp
Salt: to taste
Vegetable oil: 2 tbsp
Onion: 1 medium, finely chopped
Tomatoes: 2 medium, pureed
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Marinate Lamb: In a bowl, combine lamb with yogurt, ginger-garlic paste, garam masala, turmeric, chili powder, cumin powder, coriander powder, and salt. Let it marinate for 30 minutes to 1 hour.
2:Cook Onions and Tomatoes: Heat oil in a large pan over medium heat. Add onions and sauté until golden brown. Then add pureed tomatoes and cook until the oil separates, about 5-7 minutes.
3:Cook Lamb: Add the marinated lamb to the pan, stirring well to coat with the onion and tomato mixture. Cook for 5-7 minutes until the lamb is browned on all sides.
4:Add Water and Simmer: Add 1-2 cups of water (depending on desired curry consistency) and bring to a boil. Reduce the heat and simmer for 1-1.5 hours, or until the lamb is tender and the flavors have melded.
5:Finish and Garnish: Adjust salt and add more garam masala if desired. Garnish with fresh cilantro leaves.
6:Serve: Serve the lamb curry hot with naan, roti, or rice.",Lamb Curry,550,Recipes Pictures\Lamb Curry.jpeg
180,"shrimp, onion, tomatoes, ginger, garlic, garam masala, turmeric powder, chili powder, cumin powder, coriander powder, salt, vegetable oil, fresh cilantro leaves","Ingredients:
Shrimp: 500g, peeled and deveined
Onion: 1 medium, finely chopped
Tomatoes: 2 medium, pureed
Ginger: 1-inch piece, grated
Garlic: 4-5 cloves, minced
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Cumin powder: 1 tsp
Coriander powder: 1 tsp
Salt: to taste
Vegetable oil: 2 tbsp
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Prepare the Base: Heat oil in a pan over medium heat. Add chopped onions and sauté until golden brown, about 5 minutes. Then add ginger and garlic, cooking for another 2 minutes.
2:Add Tomatoes and Spices: Stir in pureed tomatoes along with garam masala, turmeric powder, chili powder, cumin powder, coriander powder, and salt. Cook until the oil separates from the masala, about 7-10 minutes.
3:Cook Shrimp: Add the shrimp to the pan and stir well to coat them with the spices. Cook for 3-5 minutes until the shrimp turn pink and are cooked through.
4:Simmer and Adjust: If needed, add a little water to adjust the curry consistency. Let it simmer for 2-3 minutes for the flavors to blend.
5:Finish and Garnish: Garnish with fresh cilantro leaves.
6:Serve: Serve the shrimp curry hot with rice or naan.",Shrimp Curry,650,Recipes Pictures\Shrimp Curry.jpeg
181,"fish fillets, turmeric powder, chili powder, cumin powder, salt, vegetable oil, onion, ginger, garlic, tomatoes, green chili peppers, fresh cilantro leaves","Ingredients:
Fish fillets: 500g (any firm fish like cod, tilapia, or haddock)
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Cumin powder: 1 tsp
Salt: to taste
Vegetable oil: 2 tbsp
Onion: 1 medium, finely chopped
Ginger: 1-inch piece, grated
Garlic: 4-5 cloves, minced
Tomatoes: 2 medium, pureed
Green chili peppers: 2, slit lengthwise
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Prepare the Spiced Base: Heat oil in a pan, sauté onions until golden, then add ginger, garlic, and green chili peppers. Cook for 2-3 minutes before adding pureed tomatoes, turmeric, chili powder, cumin powder, and salt.
2:Cook the Curry: Let the tomato mixture cook until the oil separates, about 7-8 minutes. Add a little water if needed to create a sauce-like consistency.
3:Add Fish: Gently add fish fillets to the pan, making sure they are covered by the sauce. Simmer for 5-7 minutes until the fish is cooked through.
4:Garnish: Sprinkle freshly chopped cilantro leaves over the curry for added flavor.
5:Serve: Serve hot with steamed rice or roti.
",Fish Curry,600,Recipes Pictures\Fish Curry.jpeg
183,"potatoes, green peas, vegetable oil, cumin seeds, ginger, green chili peppers, turmeric powder, chili powder, cumin powder, salt, fresh cilantro leaves","Ingredients:
Potatoes: 3 medium, peeled and cubed
Green peas: 1 cup (fresh or frozen)
Vegetable oil: 2 tbsp
Cumin seeds: 1 tsp
Ginger: 1-inch piece, grated
Green chili peppers: 2, chopped
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Cumin powder: 1 tsp
Salt: to taste
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Temper Spices: Heat oil in a pan, add cumin seeds, and let them splutter. Sauté ginger and green chili peppers for a minute.
2:Cook the Potatoes: Add cubed potatoes, turmeric, chili powder, cumin powder, and salt. Stir well and cook for 5-7 minutes on medium heat.
3:Add Peas and Simmer: Add green peas and 1/2 cup of water. Cover and simmer until potatoes are tender, about 10-12 minutes.
4:Garnish: Sprinkle with fresh cilantro leaves and mix gently.
5:Serve: Serve hot with roti or rice.",Aloo Matar,250,Recipes Pictures\Aloo Matar.jpeg
184,"okra, vegetable oil, cumin seeds, onion, ginger, garlic, turmeric powder, chili powder, cumin powder, coriander powder, salt, fresh cilantro leaves","Ingredients:
Okra (Bhindi): 500g, washed, dried, and sliced
Vegetable oil: 3 tbsp
Cumin seeds: 1 tsp
Onion: 1 large, finely chopped
Ginger: 1-inch piece, grated
Garlic: 3 cloves, minced
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Cumin powder: 1 tsp
Coriander powder: 1 tsp
Salt: to taste
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Prepare Okra: Heat 1 tbsp oil in a pan, add sliced okra, and sauté until they lose their stickiness. Remove and set aside.
2:Temper Spices: Heat remaining oil, add cumin seeds, and let them splutter. Sauté onions, ginger, and garlic until golden brown.
3:Add Spices: Add turmeric, chili powder, cumin powder, coriander powder, and salt. Stir to combine and cook the spices for 1-2 minutes.
4:Cook the Okra: Add the sautéed okra to the pan, mix well with the spices, and cook for 5-7 minutes until tender.
5:Garnish and Serve: Sprinkle fresh cilantro leaves and serve hot with roti or rice.",Bhindi Masala,300,Recipes Pictures\Bhindi Masala.jpeg
185,"eggplant, vegetable oil, cumin seeds, onion, ginger, garlic, tomatoes, turmeric powder, chili powder, cumin powder, coriander powder, salt, fresh cilantro leaves","Ingredients:
Eggplant: 2 large (about 800g), roasted and peeled
Vegetable oil: 3 tbsp
Cumin seeds: 1 tsp
Onion: 1 large, finely chopped
Ginger: 1-inch piece, grated
Garlic: 3 cloves, minced
Tomatoes: 2 medium, finely chopped
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Cumin powder: 1 tsp
Coriander powder: 1 tsp
Salt: to taste
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Roast the Eggplant: Roast eggplants over an open flame or in the oven until charred. Peel and mash the flesh; set aside.
Creates a smoky base for the dish.
2:Temper Spices: Heat oil, add cumin seeds, and let them splutter. Add onions, ginger, and garlic, and sauté until golden brown.
Builds the aromatic foundation.
3:Cook Tomatoes: Add chopped tomatoes and cook until soft. Mix in turmeric, chili powder, cumin powder, coriander powder, and salt.
Forms a rich, spiced base.
4:Combine and Cook: Add mashed eggplant to the pan, mix well, and cook for 8-10 minutes, stirring occasionally.
Ensures flavors meld together.
5:Garnish and Serve: Sprinkle fresh cilantro leaves on top and serve with roti or rice.",Baingan Bharta,400,Recipes Pictures\Baingan Bharta.jpeg
186,"chicken, rice flour, cornstarch, ginger-garlic paste, soy sauce, red chili flakes, vegetable oil, onion, bell peppers, green chili peppers, fresh cilantro leaves","Ingredients:
Chicken: 500g, boneless, cut into bite-sized pieces
Rice flour: 2 tbsp (for coating)
Cornstarch: 2 tbsp (for coating)
Ginger-garlic paste: 2 tsp
Soy sauce: 3 tbsp (divided)
Red chili flakes: 1 tsp
Vegetable oil: 3 tbsp (for frying and cooking)
Onion: 1 large, cut into cubes
Bell peppers: 1 large (any color), cut into cubes
Green chili peppers: 2, sliced
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Prepare Chicken: Marinate chicken with ginger-garlic paste, 1 tbsp soy sauce, red chili flakes, rice flour, and cornstarch. Set aside for 20 minutes.
Adds flavor and forms a crispy coating.
2:Fry Chicken: Heat oil in a pan and fry marinated chicken until golden and crisp. Remove and set aside.
Creates a crunchy base for the dish.
3:Sauté Vegetables: In the same pan, heat a little oil and stir-fry onion, bell peppers, and green chilies until slightly tender.
Provides a flavorful, colorful base.
4:Add Sauce: Add remaining soy sauce and stir well. Return fried chicken to the pan, toss everything to coat evenly.
Combines the spicy-saucy flavors.
5:Garnish and Serve: Sprinkle fresh cilantro leaves and serve hot with fried rice or noodles.
Completes the dish with a fresh touch.",Chilli Chicken,500,Recipes Pictures\Chilli Chicken.jpeg
187,"potatoes, vegetable oil, mustard seeds, cumin seeds, turmeric powder, chili powder, salt, fresh cilantro leaves","Ingredients:
Potatoes: 4 medium-sized, peeled and cubed
Vegetable oil: 3 tbsp
Mustard seeds: 1 tsp
Cumin seeds: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Salt: 1 tsp (or to taste)
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Heat Oil and Temper Spices: Heat oil in a pan, add mustard seeds and cumin seeds. Let them crackle for 30 seconds.
Releases aromatic flavors.
2:Cook Potatoes: Add cubed potatoes to the pan, followed by turmeric powder, chili powder, and salt. Mix well.
Coats potatoes with spices for even flavor.
3:Fry Potatoes: Cook uncovered on medium heat, stirring occasionally, until potatoes are golden and crispy.
Ensures crispy texture and tender insides.
4:Garnish and Serve: Sprinkle with chopped cilantro and serve hot as a side dish or snack.
Adds freshness and color.",Aloo Fry,300,Recipes Pictures\Aloo Fry.jpeg
188,"chicken, yogurt, ginger-garlic paste, garam masala, turmeric powder, chili powder, cumin powder, salt, vegetable oil, onion, fresh cilantro leaves","Ingredients:
Chicken: 1 kg (bone-in or boneless, cut into pieces)
Yogurt: 1 cup (whisked)
Ginger-garlic paste: 2 tbsp
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Cumin powder: 1 tsp
Salt: 1 tsp (or to taste)
Vegetable oil: 3 tbsp
Onion: 2 large (thinly sliced)
Fresh cilantro leaves: a handful (chopped, for garnish)
Steps:
1:Fry Onions: Heat oil in a pan, fry sliced onions until golden brown. Remove half for garnishing.Creates a flavorful base for the korma.
2:Cook Chicken: Add chicken to the pan, cook with ginger-garlic paste until browned.Seals in juices and enhances taste.
3:Add Spices: Mix in turmeric, chili, cumin powder, and salt. Stir well to coat the chicken.Infuses the chicken with rich, aromatic flavors.
4:Incorporate Yogurt: Lower heat and stir in yogurt gradually. Cook until it blends and forms a thick gravy.Balances spices with creaminess.
5:Simmer: Cover and simmer on low heat until the chicken is tender and fully cooked. Sprinkle garam masala.Deepens flavor as it cooks slowly.
6:Garnish and Serve: Top with fried onions and fresh cilantro. Serve hot with naan or rice.Adds a fresh and crispy finishing touch.
",Chicken Korma,400,Recipes Pictures\Chicken Korma.jpeg
189,"potatoes, cauliflower, green peas, vegetable oil, cumin seeds, ginger, garlic, turmeric powder, chili powder, cumin powder, salt, fresh cilantro leaves","Ingredients:
Potatoes: 2 medium-sized (peeled and diced)
Cauliflower: 1 medium head (cut into florets)
Green peas: 1 cup (fresh or frozen)
Vegetable oil: 3 tbsp
Cumin seeds: 1 tsp
Ginger: 1 tsp (minced)
Garlic: 2 cloves (minced)
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Cumin powder: 1 tsp
Salt: 1 tsp (or to taste)
Fresh cilantro leaves: a handful (chopped, for garnish)
Steps:
1:Heat Oil: Heat vegetable oil in a pan and add cumin seeds until they sizzle.Releases a nutty aroma and prepares the base.
2:Sauté Aromatics: Add ginger and garlic, sauté until fragrant and lightly golden.Enhances the flavor profile.
3:Cook Potatoes and Cauliflower: Add diced potatoes and cauliflower florets. Sprinkle turmeric, chili, cumin powder, and salt. Mix well.Coats the vegetables in spices for depth of flavor.
4:Simmer: Cover and cook on low heat for 10–12 minutes, stirring occasionally.Allows the vegetables to cook evenly and absorb flavors.
5:Add Peas: Stir in green peas, cook for another 5 minutes until tender.Completes the dish with a burst of sweetness and texture.
6:Garnish and Serve: Top with fresh cilantro leaves and serve hot with roti or rice.Adds a fresh, herbaceous touch to the dish.",Aloo Gobi Matar,350,Recipes Pictures\Aloo Gobi Matar.jpeg
190,"spinach, garlic, ginger, green chili peppers, garam masala, salt, vegetable oil, fresh lemon juice","Ingredients:
Spinach: 4 cups (washed and chopped)
Garlic: 3 cloves (minced)
Ginger: 1 tsp (minced)
Green chili peppers: 2 (chopped, adjust to taste)
Garam masala: 1 tsp
Salt: 1 tsp (or to taste)
Vegetable oil: 2 tbsp
Fresh lemon juice: 1 tbsp
Steps:
1:Prepare the Oil: Heat vegetable oil in a pan and sauté garlic, ginger, and green chilies until fragrant.
Creates a flavorful aromatic base.
2:Cook Spinach: Add chopped spinach to the pan and cook until it wilts, stirring frequently.
Softens the spinach while retaining its vibrant color.
3:Add Spices: Stir in garam masala and salt, mixing well to coat the spinach.
Infuses the spinach with a rich, spiced flavor.
4:Simmer: Cover and cook on low heat for 5–7 minutes to let the flavors meld.
Enhances the taste and texture of the dish.
5:Finish with Lemon: Drizzle fresh lemon juice over the saag, stir, and serve hot.
Adds brightness and balances the earthy flavors.",Saag,300,Recipes Pictures\Saag.jpeg
191,"chicken, rice, saffron threads, warm milk, yogurt, ginger-garlic paste, garam masala, turmeric powder, chili powder, cumin powder, coriander powder, salt, vegetable oil, onion, fresh cilantro leaves","Ingredients:
Chicken: 1 lb (cut into pieces)
Rice: 2 cups (basmati, soaked for 30 minutes)
Saffron threads: 1/4 tsp (soaked in 2 tbsp warm milk)
Yogurt: 1/2 cup
Ginger-garlic paste: 1 tbsp
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp
Cumin powder: 1 tsp
Coriander powder: 1 tsp
Salt: 1.5 tsp (or to taste)
Vegetable oil: 4 tbsp
Onion: 2 large (thinly sliced, fried until golden brown)
Fresh cilantro leaves: 1/4 cup (chopped)
Steps:
1:Marinate the Chicken: Combine chicken, yogurt, ginger-garlic paste, garam masala, turmeric, chili, cumin, coriander powder, and salt. Let it rest for 1–2 hours.Infuses the chicken with robust flavors.
2:Cook the Rice: Boil rice with salt until 70% cooked. Drain and set aside.Ensures fluffy, separate grains in the final dish.
3:Cook the Chicken: In a pot, heat oil and cook marinated chicken until tender. Add fried onions and mix well.Creates a rich and flavorful chicken layer.
4:Layer the Biryani: In a large pot, layer the partially cooked rice over the chicken mixture. Drizzle saffron milk and top with cilantro.Adds layers of aroma and visual appeal.
5:Dum Cook: Cover tightly and cook on low heat for 20 minutes. Serve hot.Allows the flavors to meld beautifully.",Chicken Biryani,350,Recipes Pictures\Chicken Biryani.jpeg
192,"lamb, rice, saffron threads, warm milk, yogurt, ginger-garlic paste, garam masala, turmeric powder, chili powder, cumin powder, coriander powder, salt, vegetable oil, onion, fresh cilantro leaves","Ingredients:
Lamb: 1 lb (cut into pieces)
Rice: 2 cups (basmati, soaked for 30 minutes)
Saffron threads: 1/4 tsp (soaked in 2 tbsp warm milk)
Yogurt: 1/2 cup
Ginger-garlic paste: 1 tbsp
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp
Cumin powder: 1 tsp
Coriander powder: 1 tsp
Salt: 1.5 tsp (or to taste)
Vegetable oil: 4 tbsp
Onion: 2 large (thinly sliced, fried until golden brown)
Fresh cilantro leaves: 1/4 cup (chopped)
Steps:
1:Marinate the Lamb: Mix lamb with yogurt, ginger-garlic paste, garam masala, turmeric, chili powder, cumin powder, coriander powder, and salt. Let marinate for 2 hours.Infuses the lamb with deep, aromatic flavors.
2:Cook the Rice: Boil the rice with salt until 70% cooked. Drain and set aside.Ensures the grains remain firm yet tender for layering.
3:Cook the Lamb: Heat oil in a pot, cook the marinated lamb until tender. Stir in fried onions.Develops a rich, spiced lamb base for the biryani.
5:Layer the Biryani: Layer the lamb and rice in a pot. Drizzle saffron milk on top and sprinkle with cilantro.Creates a fragrant, layered composition.
6:Dum Cook: Cover tightly and cook on low heat for 25 minutes. Serve hot.Ensures the flavors meld beautifully into a cohesive dish.",Lamb Biryani,400,Recipes Pictures\Lamb Biryani.jpeg
193,"shrimp, rice, saffron threads, warm milk, yogurt, ginger-garlic paste, garam masala, turmeric powder, chili powder, cumin powder, coriander powder, salt, vegetable oil, onion, fresh cilantro leaves","Ingredients:
Shrimp: 1 lb (peeled and deveined)
Rice: 2 cups (basmati, soaked for 30 minutes)
Saffron threads: 1/4 tsp (soaked in 2 tbsp warm milk)
Yogurt: 1/2 cup
Ginger-garlic paste: 1 tbsp
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp
Cumin powder: 1 tsp
Coriander powder: 1 tsp
Salt: 1.5 tsp (or to taste)
Vegetable oil: 4 tbsp
Onion: 2 large (thinly sliced, fried until golden brown)
Fresh cilantro leaves: 1/4 cup (chopped)
Steps:
1:Marinate the Shrimp: Mix shrimp with yogurt, ginger-garlic paste, garam masala, turmeric, chili powder, cumin powder, coriander powder, and salt. Marinate for 30 minutes.Allows the shrimp to soak up aromatic spices.
2:Cook the Rice: Boil rice with salt until 70% cooked. Drain and set aside.Ensures the rice is partially cooked for perfect layering.
3:Prepare the Shrimp: Heat oil in a pan, sauté marinated shrimp until just cooked, and set aside.Gives the shrimp a quick, flavorful sear.
4:Layer the Biryani: Layer shrimp and rice in a pot. Top with fried onions, saffron milk, and cilantro.Creates a visually appealing and aromatic mix.
5:Dum Cook: Cover tightly and cook on low heat for 20 minutes. Serve hot.Infuses the dish with blended flavors and aromas.",Shrimp Biryani,500,Recipes Pictures\Shrimp Biryani.jpeg
194,"rice vermicelli, vegetable oil, mustard seeds, cumin seeds, urad dal, chana dal, dried red chili peppers, curry leaves, onion, green beans, carrot, green peas, turmeric powder, salt, fresh cilantro leaves","Ingredients:
Rice vermicelli: 1 cup (lightly roasted)
Vegetable oil: 2 tbsp
Mustard seeds: 1/2 tsp
Cumin seeds: 1/2 tsp
Urad dal: 1 tsp
Chana dal: 1 tsp
Dried red chili peppers: 2 (broken into halves)
Curry leaves: 8–10 leaves
Onion: 1 medium (finely chopped)
Green beans: 1/4 cup (chopped)
Carrot: 1/4 cup (chopped)
Green peas: 1/4 cup
Turmeric powder: 1/4 tsp
Salt: 1 tsp (or to taste)
Fresh cilantro leaves: 2 tbsp (chopped)
Steps:
1:Toast the Vermicelli: Dry roast the vermicelli in a pan until lightly golden. Set aside.Enhances the flavor and prevents clumping during cooking.
2:Prepare the Tempering: Heat oil, add mustard seeds, cumin seeds, urad dal, chana dal, red chili, and curry leaves. Sauté until aromatic.Adds depth of flavor and crunch to the dish.
3:Cook the Vegetables: Add onions, green beans, carrots, and peas to the pan. Sauté until softened.Ensures the vegetables are tender and evenly cooked.
4:Combine Vermicelli and Water: Add turmeric, salt, and 1.5 cups of water. Bring to a boil, then stir in the toasted vermicelli.Blends flavors while cooking the vermicelli to perfection.
5:Simmer and Garnish: Cover and cook on low heat until water is absorbed. Garnish with cilantro and serve.Locks in moisture and adds freshness.",Vermicelli Upma,450,Recipes Pictures\Vermicelli Upma.jpeg
195,"chickpea flour, vegetable oil, mustard seeds, cumin seeds, urad dal, chana dal, dried red chili peppers, asafoetida, fresh curry leaves, ginger, green chili peppers, turmeric powder, salt, fresh cilantro leaves","Ingredients:
Chickpea flour (Besan): 1 cup
Vegetable oil: 2 tbsp (for cooking)
Mustard seeds: 1/2 tsp
Cumin seeds: 1/2 tsp
Urad dal: 1 tsp
Chana dal: 1 tsp
Dried red chili peppers: 2 (broken)
Asafoetida: A pinch
Fresh curry leaves: 8–10 leaves (finely chopped)
Ginger: 1/2 inch piece (grated)
Green chili peppers: 1–2 (finely chopped)
Turmeric powder: 1/4 tsp
Salt: 1 tsp (or to taste)
Fresh cilantro leaves: 2 tbsp (finely chopped)
Steps:
1:Prepare the Batter: In a bowl, mix chickpea flour, turmeric, salt, ginger, green chilies, and water to create a smooth batter.Ensures a lump-free mixture for even cooking.
2:Temper the Batter: Heat oil, add mustard seeds, cumin seeds, urad dal, chana dal, dried chili, asafoetida, and curry leaves. Pour this tempering into the batter.Adds aromatic spices and flavor to the batter.
3:Cook the Chilla: Heat a pan, lightly grease with oil, and pour a ladleful of batter. Spread into a thin circle and cook until golden on both sides.Achieves a crispy exterior and evenly cooked interior.
4:Serve: Garnish with fresh cilantro and serve hot with chutney or yogurt.Adds freshness and enhances the taste.",Besan Chilla,250,Recipes Pictures\Besan Chilla.jpeg
196,"rice, lentils, vegetable oil, mustard seeds, cumin seeds, urad dal, chana dal, dried red chili peppers, asafoetida, fresh curry leaves, ginger, turmeric powder, salt, fresh cilantro leaves","Ingredients:
Rice: 1.5 cups (cooked and cooled)
Lentils: 2 tbsp (optional; cooked or boiled)
Vegetable oil: 3 tbsp
Mustard seeds: 1/2 tsp
Cumin seeds: 1/2 tsp
Urad dal: 1 tsp
Chana dal: 1 tsp
Dried red chili peppers: 2 (broken)
Asafoetida: A pinch
Fresh curry leaves: 8–10 leaves
Ginger: 1/2 inch piece (grated)
Turmeric powder: 1/4 tsp
Tamarind pulp: 2 tbsp (soaked and strained)
Salt: 1 tsp (or to taste)
Fresh cilantro leaves: 2 tbsp (finely chopped)
Steps:
1:Cook and Cool Rice: Cook rice until fluffy, spread on a plate, and allow to cool completely.Prevents clumping and ensures a grainy texture for the dish.
2:Prepare Tempering: Heat oil, add mustard seeds, cumin seeds, urad dal, chana dal, dried chili, asafoetida, and curry leaves. Sauté until aromatic.Creates a flavorful base for the dish.
3:Add Tamarind and Spices: Stir in ginger, turmeric, tamarind pulp, and salt. Cook for 2–3 minutes until thickened.Balances the tangy flavor with spices and enhances the sauce.
4:Combine Rice and Lentils: Add rice and lentils (if using) to the tamarind mixture. Gently mix to coat evenly.
Integrates the flavors into the rice for a cohesive dish.
5:Garnish and Serve: Sprinkle fresh cilantro leaves on top and serve warm.Adds a fresh herbal note to the tangy and spiced rice.
",Tamarind Rice,350,Recipes Pictures\Tamarind Rice.jpeg
198,"eggplant, vegetable oil, mustard seeds, cumin seeds, urad dal, chana dal, dried red chili peppers, asafoetida, fresh curry leaves, turmeric powder, salt, fresh cilantro leaves","Ingredients:
Eggplant: 2 medium-sized (sliced into rounds)
Vegetable oil: 3 tbsp
Mustard seeds: 1/2 tsp
Cumin seeds: 1/2 tsp
Urad dal: 1 tsp
Chana dal: 1 tsp
Dried red chili peppers: 2 (broken into pieces)
Asafoetida: A pinch
Fresh curry leaves: 8–10 leaves
Turmeric powder: 1/4 tsp
Salt: 1 tsp (or to taste)
Fresh cilantro leaves: 2 tbsp (finely chopped)
Steps:
1:Prepare Eggplant: Slice eggplant into rounds and sprinkle with salt. Let it rest for 10 minutes to remove excess moisture.Prevents the eggplant from becoming soggy during cooking.
2:Heat Oil and Temper Spices: Heat oil in a pan, add mustard seeds, cumin seeds, urad dal, chana dal, dried chili, asafoetida, and curry leaves. Sauté until aromatic.Infuses the oil with a rich, spiced aroma.
3:Add Eggplant Slices: Lay eggplant slices in the spiced oil in a single layer. Sprinkle turmeric powder and salt.Allows the eggplant to absorb the spices evenly while cooking.
4:Cook Until Golden: Flip the slices after 3–4 minutes and cook until both sides are golden and tender.Achieves a crispy exterior while keeping the inside soft.
5:Garnish and Serve: Sprinkle fresh cilantro leaves over the cooked eggplant and serve hot.Adds a fresh and vibrant finish to the dish",Baingan Fry (Eggplant Fry),250,Recipes Pictures\Baingan Fry (Eggplant Fry).jpeg
199,"okra, vegetable oil, mustard seeds, cumin seeds, urad dal, chana dal, dried red chili peppers, asafoetida, fresh curry leaves, turmeric powder, salt, fresh cilantro leaves","Ingredients:
Okra: 300 g (washed, dried, and sliced)
Vegetable oil: 3 tbsp
Mustard seeds: 1/2 tsp
Cumin seeds: 1/2 tsp
Urad dal: 1 tsp
Chana dal: 1 tsp
Dried red chili peppers: 2 (broken into pieces)
Asafoetida: A pinch
Fresh curry leaves: 8–10 leaves
Turmeric powder: 1/4 tsp
Salt: 1 tsp (or to taste)
Fresh cilantro leaves: 2 tbsp (finely chopped)
Steps:
1:Prepare the Okra: Wash and pat dry the okra thoroughly. Slice into thin rounds to ensure even cooking.Drying the okra prevents it from becoming slimy while cooking.
2:Temper Spices: Heat oil in a pan and add mustard seeds, cumin seeds, urad dal, chana dal, dried red chilies, asafoetida, and curry leaves. Sauté until aromatic.Enhances the flavor of the oil and forms the base for the dish.
3:Cook the Okra: Add the sliced okra to the pan and sprinkle with turmeric powder and salt. Mix well to coat the okra evenly.Allows the spices to infuse the okra while cooking.
4:Stir-Fry Until Crisp: Stir occasionally and cook for 10–12 minutes on medium heat until the okra is golden and crisp. Avoid over-stirring to prevent breaking.Ensures the okra retains its texture and doesn't turn mushy.
5:Garnish and Serve: Sprinkle fresh cilantro leaves on top and serve hot as a side dish.Adds a fresh, herby touch to the dish.",Bhindi Fry (Okra Fry),300,Recipes Pictures\Bhindi Fry (Okra Fry).jpeg
200,"chicken, rice, yogurt, ginger-garlic paste, garam masala, turmeric powder, chili powder, cumin powder, coriander powder, salt, vegetable oil, onion, fresh cilantro leaves","Ingredients:
Chicken: 500 g (cut into pieces)
Rice: 1 cup (washed and drained)
Yogurt: 1/2 cup
Ginger-garlic paste: 1 tbsp
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp
Cumin powder: 1/2 tsp
Coriander powder: 1/2 tsp
Salt: 1 1/2 tsp (or to taste)
Vegetable oil: 2 tbsp
Onion: 1 large (sliced)
Fresh cilantro leaves: 2 tbsp (chopped)
Steps:
1:Marinate the Chicken: In a bowl, mix chicken with yogurt, ginger-garlic paste, garam masala, turmeric, chili powder, cumin powder, coriander powder, and salt. Let it marinate for at least 30 minutes.Marinating enhances the chicken's flavor and tenderness.
2:Sauté Onions: Heat oil in a large pan and sauté onions until golden brown. Remove half for garnishing later.Golden onions form a rich base for the pulao.
3:Cook Chicken: Add the marinated chicken to the pan, and cook until the chicken is browned and cooked through (about 10 minutes).The spices and chicken blend together to form a flavorful base.
4:Cook Rice: Add rice to the pan with the chicken, and gently mix. Add 2 cups of water, cover, and cook on low heat for 15-20 minutes until the rice is tender.Rice absorbs the flavors from the chicken and spices, resulting in a fragrant pulao.
5:Garnish and Serve: Once cooked, fluff the rice and garnish with the reserved fried onions and fresh cilantro.The garnish adds a fresh, aromatic finish to the dish.
",Chicken Pulao,400,Recipes Pictures\Chicken Pulao.jpeg
